Header; Nr_of_streams; recording TimeStamp; Operation; Number of packets; packateNr; Sending TimeStamp; TX_Valid; TX_Last; TX_Address; TX_Value; RX_LAST; RX_valid; RX_Address; RX_VALUE; Dummy; Tail
268435455; 78756; 1427359222; 0; 388; 16170; 1427695646; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78757; 1427362362; 0; 388; 16170; 1427695647; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78758; 1427362472; 0; 388; 16170; 1427695648; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78759; 1427362582; 0; 388; 16170; 1427695649; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78760; 1427365740; 0; 388; 16170; 1427695650; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78761; 1427365850; 0; 388; 16170; 1427695651; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78762; 1427365960; 0; 388; 16170; 1427695652; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78763; 1427368908; 0; 388; 16170; 1427695653; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78764; 1427369018; 0; 388; 16170; 1427695654; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78765; 1427369128; 0; 388; 16170; 1427695655; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78766; 1427372252; 0; 388; 16170; 1427695656; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78767; 1427372362; 0; 388; 16170; 1427695657; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78768; 1427374900; 0; 388; 16170; 1427695658; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78769; 1427375010; 0; 388; 16170; 1427695659; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78770; 1427375120; 0; 388; 16170; 1427695660; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78771; 1427377908; 0; 388; 16170; 1427695661; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78772; 1427378018; 0; 388; 16170; 1427695662; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78773; 1427380428; 0; 388; 16170; 1427695663; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78774; 1427380538; 0; 388; 16170; 1427695664; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78775; 1427380648; 0; 388; 16170; 1427695665; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78776; 1427383212; 0; 388; 16170; 1427695666; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78777; 1427383322; 0; 388; 16170; 1427695667; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78778; 1427386572; 0; 388; 16170; 1427695668; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78779; 1427386682; 0; 388; 16170; 1427695669; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78780; 1427386792; 0; 388; 16170; 1427695670; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78781; 1427386902; 0; 388; 16170; 1427695671; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78782; 1427390356; 0; 388; 16170; 1427695672; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78783; 1427390466; 0; 388; 16170; 1427695673; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78784; 1427390576; 0; 388; 16170; 1427695674; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78785; 1427393204; 0; 388; 16170; 1427695675; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78786; 1427393314; 0; 388; 16170; 1427695676; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78787; 1427395900; 0; 388; 16170; 1427695677; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78788; 1427396010; 0; 388; 16170; 1427695678; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
